sample_key,step17_review_priority_score,step17_review_priority_tier,step17_review_reason,DOI,paper_title,sample_id,composition,material_system,n_or_p,n_or_p_basis,n_or_p_step6,n_or_p_basis_step6,n_or_p_confidence_step6,zt_obs_max_step14,zt_pred_max_step14,zt_calc_from_obs_max_step14,zt_pred_vs_obs_mape_step14,zt_pred_vs_calc_mape_step14,classification_case_step15,zt_error_analysis_category_step15,step17_check_additive,step17_check_structure,step17_check_np_type,step17_check_sintering,additive_auto_step9,additive_manual_step9,structure_auto_step9,structure_manual_step9,nanocarbon_keyword_detected_step9,nanocarbon_type_auto_step9,rare_metal_flag_auto_step9,toxicity_flag_auto_step9,sintering_method,sintering_checked,record_checked,source_files_step16,thresholds_in_high_zt_error_file_step15,manual_review_priority_score_step15,manual_review_priority_tier_step15,sintering_check_reason_step15,n_rows_step14,n_pf_eval_rows_step14,n_zt_calc_eval_rows_step14,n_zt_obs_eval_rows_step14,pf_mape_step14,pf_log_rmse_step14,zt_pred_vs_calc_log_rmse_step14,zt_pred_vs_obs_log_rmse_step14,zt_pred_vs_obs_quality_step14,zt_pred_vs_calc_quality_step14,SID,year,tau_eff_step12,tau_eff_unit_step12,tau_eff_mode_step12,fitting_source_actual_step10,needs_sintering_check_later_step14,pf_error_level_sample_step15,zt_obs_error_level_sample_step15,zt_calc_error_level_sample_step15,zt_error_direction_sample_step15,zt_error_analysis_note_step15,needs_manual_review_step15,needs_sintering_check_later_step15,pf_zt_problem_reason_step15,doi_url
10.1016_j.scriptamat.2019.01.046__sample_27910,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1016/j.scriptamat.2019.01.046,,27910,(CuTe)0.0052Bi0.5Sb1.5Te3,unknown,p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.068526,0.967563627711392,1.0421680608975394,0.0646471194365708,0.0715857988604029,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,8,8,1,1,0.1421623460764058,0.1526109049335013,0.0742773083399493,0.0668314085282791,excellent,excellent,24829,,1.9782622172380269,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1016/j.scriptamat.2019.01.046
10.1007_s11664-014-3076-7__sample_16797,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1007/s11664-014-3076-7,,16797,AgCe0.03Sb0.97Te2.01,unknown,p,"estimated from Seebeck sign: positive=7, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=7, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.06772,0.8747885643780583,1.0677110954598863,0.2007072642691012,0.2025341333289992,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,7,7,7,7,0.2025341333290219,0.2222799487753582,0.2222799487753472,0.219885920399956,good,good,2579,,0.344073870637204,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1007/s11664-014-3076-7
10.1016_j.cej.2019.123917__sample_29431,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1016/j.cej.2019.123917,,29431,AgCuTe,unknown,p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.067669,0.0140920435967039,0.0237939352122781,0.5740359965461114,0.4077464080245016,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,9,9,1,1,0.2538553829347678,0.3016872143867283,0.5238203709966727,0.8534004352175364,poor,moderate,23628,,0.7464563350889402,relative_scale,empirical_group_baseline,,yes,good,moderate,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1016/j.cej.2019.123917
10.1016_j.cej.2019.123917__sample_29428,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1016/j.cej.2019.123917,,29428,AgCuTe,unknown,p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.067669,0.0157330631120017,0.0252509278808761,0.3460945541901555,0.3769312879818078,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,9,8,1,1,0.3336460060606405,0.3696738311753303,0.4730984741123856,0.4247925162497936,moderate,moderate,23628,,0.9103791627560408,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1016/j.cej.2019.123917
10.1039_c5ce00228a__sample_13853,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1039/c5ce00228a,,13853,Ge0.86Sb0.09Te,unknown,p,"estimated from Seebeck sign: positive=16, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=16, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.06556,0.926168305605518,1.0258049732322203,0.1308154345081292,0.0662025300576042,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,16,4,3,1,0.0813881866227197,0.0923554348112908,0.0723145182213867,0.1401997878998707,excellent,excellent,741,,2.626931900420462,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1039/c5ce00228a
10.1016_j.nanoen.2019.104395__sample_34166,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1016/j.nanoen.2019.104395,,34166,Sn0.5Ge0.25Pb0.25Te,unknown,p,"estimated from Seebeck sign: positive=7, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=7, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.064263,0.0649985745370756,0.0990666868138542,0.2976780669658595,0.3438907000169735,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,7,4,1,1,0.3950467723068759,0.4018101333577573,0.4214278880891391,0.3533633860127194,good,moderate,23740,,3.1466416339819325,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1016/j.nanoen.2019.104395
10.1016_s1002-0721_12_60398-6__sample_31232,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1016/s1002-0721(12)60398-6,,31232,Eu(Zn0.9Cd0.1)2Sb2,unknown,p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.062373,0.8707587694384707,0.8536557557043702,0.1008474353214927,0.038730262616798,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,8,6,4,2,0.0491229691666475,0.0577500126341345,0.0412322804639012,0.1092438035789662,excellent,excellent,24838,,1.768787201980183,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1016/s1002-0721%2812%2960398-6
10.1039_c7ee00098g__sample_31366,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1039/c7ee00098g,,31366,Mg3.2Sb1.5Bi0.49Te0.01,unknown,n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.061538,0.8219560733685669,1.1922960099859996,0.2862585035395631,0.3013070532510156,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,12,6,4,2,0.4440309772297902,0.4284299520472654,0.3474715938873548,0.3088046911647426,good,good,27915,,0.4505399917441892,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1039/c7ee00098g
10.2320_matertrans.mc200908__sample_9261,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.2320/matertrans.mc200908,,9261,Bi1.3(Mg2Si0.8Sn0.2)98.7,unknown,n,"estimated from Seebeck sign: positive=0, negative=9, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=9, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.061358,0.1644200887809019,0.1567424890191794,,0.0489822498657854,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,False,unknown,no,no,high_zt_error;manual_review;sintering_check,1,95,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,9,3,1,0,0.0810862590918663,0.1253900678550386,0.0478204082660274,,not_evaluated,excellent,4010,,0.7884198030237507,relative_scale,empirical_group_baseline,,yes,excellent,not_available,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later,https://doi.org/10.2320/matertrans.mc200908
10.1021_jacs.0c05650__sample_38440,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1021/jacs.0c05650,,38440,NaSn3SbTe5,unknown,p,"estimated from Seebeck sign: positive=13, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=13, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.060972,0.7779657397568542,0.7066288884217322,0.0945985949857191,0.0562823898187852,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,13,11,4,3,0.1051766513910398,0.2000429229070682,0.0667342946183346,0.1020531297695381,excellent,excellent,29626,,1.6247002716606864,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1021/jacs.0c05650
10.1016_j.nanoen.2020.105638__sample_40604,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1016/j.nanoen.2020.105638,,40604,Bi0.55Sb1.45Te3,unknown,p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.060832,0.9943692760057962,1.061216656527881,0.1074234734515406,0.1174679346598859,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,10,10,10,10,0.1174679346599038,0.1296099285306983,0.1296099285306899,0.1218369826865311,excellent,excellent,31282,,0.8291713390123848,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1016/j.nanoen.2020.105638
10.1016_j.synthmet.2020.116606__sample_38780,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1016/j.synthmet.2020.116606,,38780,(GeTe)75(AgSbTe2)18.75(AgSbSe2)6.25,unknown,p,"estimated from Seebeck sign: positive=24, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=24, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.058356,0.5039133131307864,0.4895237118901002,0.0575889025454231,0.0470304726026521,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,19,19,3,3,0.0764868804218405,0.0878737524004971,0.0595513355042185,0.0678351533564154,excellent,excellent,28938,,1.7764572093259452,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1016/j.synthmet.2020.116606
10.1021_jacs.8b04639__sample_45094,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1021/jacs.8b04639,,45094,Tl4Ag22Te14.5,unknown,p,"estimated from Seebeck sign: positive=6, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=6, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.05668,0.167674243883496,1.052796926115581,0.8413197525424007,0.8407344857073719,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,6,6,1,1,4.547645405040897,1.701186959589796,1.837182568285165,1.8408641238615533,poor,poor,38438,,0.0223391130833963,relative_scale,empirical_group_baseline,,yes,poor,moderate,moderate,under_predicted,high_zt_false_negative,yes,yes,large PF error; observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1021/jacs.8b04639
10.1007_s11664-014-3016-6__sample_4157,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1007/s11664-014-3016-6,,4157,Co3.8Ni0.2Sb11.5Te0.4Se0.1,unknown,n,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.052917,0.8876594424348101,0.942969545930748,0.1662233612717679,0.0752194621295907,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,21,11,3,1,0.0799647920861067,0.097961428979595,0.0876582428599657,0.1537706315652951,excellent,excellent,2568,,1.7373046209614225,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1007/s11664-014-3016-6
10.1021_acsami.0c02408__sample_32485,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1021/acsami.0c02408,,32485,Pb0.0049Bi0.5Sb1.5Te3,unknown,p,"estimated from Seebeck sign: positive=7, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=7, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.052813,0.926158061502645,1.0540420729560045,0.1009822680224947,0.0961791820566892,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,7,7,5,5,0.0980544726449794,0.1184827144785969,0.1072343814031171,0.1111397760726603,excellent,excellent,27993,,1.348042289381672,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1021/acsami.0c02408
10.1016_j.jallcom.2020.155804__sample_36304,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1016/j.jallcom.2020.155804,,36304,Bi0.5Sb1.5Te3,unknown,p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.052041,0.0101647963079947,0.0105376608778379,0.9899300927978484,0.0906077108094119,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,9,9,5,5,0.0975799542550738,0.1042990357640127,0.0988081389560317,4.603973493396574,poor,excellent,29061,,0.0113086943479224,relative_scale,empirical_group_baseline,,yes,excellent,moderate,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1016/j.jallcom.2020.155804
10.1016_j.jallcom.2010.05.034__sample_16729,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1016/j.jallcom.2010.05.034,,16729,Zn4Sb2.94Bi0.06,unknown,p,"estimated from Seebeck sign: positive=15, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=15, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.051986,0.1122625159854057,0.1039238894186921,,0.0802378222500765,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,15,8,1,0,0.1339423272991309,0.1551979875823837,0.0771812226815007,,not_evaluated,excellent,1658,,0.9062979225235792,relative_scale,empirical_group_baseline,,yes,excellent,not_available,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later,https://doi.org/10.1016/j.jallcom.2010.05.034
10.1126_sciadv.aar5606__sample_40279,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1126/sciadv.aar5606,,40279,Bi0.5Sb1.5Te3,unknown,p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.051312,0.9091296726731922,1.0548742440897994,0.1125768864068801,0.1092773398267676,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,8,7,3,3,0.1057332627193373,0.1105908935636199,0.1133258454635167,0.1150605186498087,excellent,excellent,31786,,0.9118373010002728,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1126/sciadv.aar5606
10.1039_c2jm30906h__sample_16991,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1039/c2jm30906h,,16991,Zn4Sb3,unknown,p,"estimated from Seebeck sign: positive=20, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=20, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.050251,0.310703013777226,0.2485763811740075,0.0308792688239787,0.249929749197406,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,20,2,1,1,0.1998432056397786,0.1860675383275537,0.2230873490928193,0.0313660812756004,excellent,good,2745,,0.8667299034278925,relative_scale,empirical_group_baseline,,yes,excellent,excellent,good,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1039/c2jm30906h
10.1016_j.jallcom.2013.09.124__sample_3734,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1016/j.jallcom.2013.09.124,,3734,Ba0.27Yb0.17Fe0.37Co3.67Sb12,unknown,n,"estimated from Seebeck sign: positive=0, negative=11, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=11, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.050226,0.7935651738914883,0.845446045789029,0.164915247288446,0.0613650890626875,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,11,3,1,1,0.0421622680692387,0.0486448437561072,0.063328681622163,0.1802220590287256,excellent,excellent,1752,,2.6189971168041053,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1016/j.jallcom.2013.09.124
10.1016_j.jallcom.2020.153869__sample_28868,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1016/j.jallcom.2020.153869,,28868,SnSe,unknown,p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.049083,0.1709479699571688,0.5018005197786397,0.6919546773665132,0.7097169095221263,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,12,10,3,3,0.9855747855694,1.1475023002662534,1.2366105427006608,1.2345136796664815,poor,poor,23604,,0.0320364029388209,relative_scale,empirical_group_baseline,,yes,moderate,moderate,moderate,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1016/j.jallcom.2020.153869
10.1016_j.jallcom.2020.154732__sample_28197,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1016/j.jallcom.2020.154732,,28197,Bi1.5Sb0.5Te2.7Se0.3,unknown,p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.048933,0.9248597637970436,1.073785317399146,0.0956086178551068,0.107867771384751,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,10,10,10,10,0.1078677713847777,0.1193863679087495,0.1193863679087359,0.1074391989462575,excellent,excellent,27516,,1.5153147362274235,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1016/j.jallcom.2020.154732
10.1021_acsami.0c04331__sample_39125,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1021/acsami.0c04331,,39125,SnSe0.98Te0.02,unknown,p,"estimated from Seebeck sign: positive=26, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=26, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.045241,0.4503614019345906,0.4520260193324872,,0.0628590475716532,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,26,13,2,0,0.4556993256218126,0.5124927571884446,0.0920663133075341,,not_evaluated,excellent,29723,,0.0360904089240771,relative_scale,empirical_group_baseline,,yes,good,not_available,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later,https://doi.org/10.1021/acsami.0c04331
10.15541_jim20200635__sample_45627,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.15541/jim20200635,,45627,(PbTe)0.935(PbS)0.05(Sb2Se3)0.015,unknown,n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.045183,0.8432256059721625,0.822091106725776,0.1497140192837455,0.1473556673229908,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,12,6,4,4,0.1709752838604394,0.1938370808376641,0.1792733193487051,0.1757060863889787,excellent,excellent,37434,,0.2894852369767098,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.15541/jim20200635
10.1039_d1cp02545g__sample_45705,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1039/d1cp02545g,,45705,Ge0.9Na0.05Bi0.05MnTe2,unknown,p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.043216,0.956766819118308,0.7418852268759801,0.5404256106544026,0.2939389265850243,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,8,4,3,1,0.3336786366780964,0.3960281019816965,0.2964229988659617,0.432058748797038,moderate,good,37425,,1.2839094298825535,relative_scale,empirical_group_baseline,,yes,good,moderate,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1039/d1cp02545g
