sample_key,step17_review_priority_score,step17_review_priority_tier,step17_review_reason,step17_check_additive,step17_check_structure,step17_check_np_type,step17_check_sintering,source_files_step16,classification_case_step15,thresholds_in_high_zt_error_file_step15,material_system,n_or_p,n_or_p_basis,n_or_p_step6,n_or_p_basis_step6,n_or_p_confidence_step6,composition,DOI,doi_url,paper_title,zt_obs_max_step14,zt_pred_max_step14,zt_calc_from_obs_max_step14,zt_pred_vs_obs_mape_step14,zt_pred_vs_calc_mape_step14,manual_review_priority_score_step15,manual_review_priority_tier_step15,zt_error_analysis_category_step15,nanocarbon_keyword_detected_step9,nanocarbon_type_auto_step9,rare_metal_flag_auto_step9,toxicity_flag_auto_step9,additive_auto_step9,additive_manual_step9,structure_auto_step9,structure_manual_step9,sintering_method,sintering_checked,record_checked,sintering_check_reason_step15,n_rows_step14,n_pf_eval_rows_step14,n_zt_calc_eval_rows_step14,n_zt_obs_eval_rows_step14,pf_mape_step14,pf_log_rmse_step14,zt_pred_vs_calc_log_rmse_step14,zt_pred_vs_obs_log_rmse_step14,zt_pred_vs_obs_quality_step14,zt_pred_vs_calc_quality_step14,SID,sample_id,year,tau_eff_step12,tau_eff_unit_step12,tau_eff_mode_step12,fitting_source_actual_step10,needs_sintering_check_later_step14,pf_error_level_sample_step15,zt_obs_error_level_sample_step15,zt_calc_error_level_sample_step15,zt_error_direction_sample_step15,zt_error_analysis_note_step15,needs_manual_review_step15,needs_sintering_check_later_step15,pf_zt_problem_reason_step15
10.1021_acsami.0c02408__sample_32485,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=7, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=7, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Pb0.0049Bi0.5Sb1.5Te3,10.1021/acsami.0c02408,https://doi.org/10.1021/acsami.0c02408,,1.052813,0.926158061502645,1.0540420729560045,0.1009822680224947,0.0961791820566892,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,7,7,5,5,0.0980544726449794,0.1184827144785969,0.1072343814031171,0.1111397760726603,excellent,excellent,27993,32485,,1.348042289381672,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1016_j.jallcom.2020.155804__sample_36304,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Bi0.5Sb1.5Te3,10.1016/j.jallcom.2020.155804,https://doi.org/10.1016/j.jallcom.2020.155804,,1.052041,0.0101647963079947,0.0105376608778379,0.9899300927978484,0.0906077108094119,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,9,9,5,5,0.0975799542550738,0.1042990357640127,0.0988081389560317,4.603973493396574,poor,excellent,29061,36304,,0.0113086943479224,relative_scale,empirical_group_baseline,,yes,excellent,moderate,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1016_j.jallcom.2010.05.034__sample_16729,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=15, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=15, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Zn4Sb2.94Bi0.06,10.1016/j.jallcom.2010.05.034,https://doi.org/10.1016/j.jallcom.2010.05.034,,1.051986,0.1122625159854057,0.1039238894186921,,0.0802378222500765,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,15,8,1,0,0.1339423272991309,0.1551979875823837,0.0771812226815007,,not_evaluated,excellent,1658,16729,,0.9062979225235792,relative_scale,empirical_group_baseline,,yes,excellent,not_available,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later
10.1126_sciadv.aar5606__sample_40279,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Bi0.5Sb1.5Te3,10.1126/sciadv.aar5606,https://doi.org/10.1126/sciadv.aar5606,,1.051312,0.9091296726731922,1.0548742440897994,0.1125768864068801,0.1092773398267676,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,8,7,3,3,0.1057332627193373,0.1105908935636199,0.1133258454635167,0.1150605186498087,excellent,excellent,31786,40279,,0.9118373010002728,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1039_c2jm30906h__sample_16991,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=20, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=20, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Zn4Sb3,10.1039/c2jm30906h,https://doi.org/10.1039/c2jm30906h,,1.050251,0.310703013777226,0.2485763811740075,0.0308792688239787,0.249929749197406,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,20,2,1,1,0.1998432056397786,0.1860675383275537,0.2230873490928193,0.0313660812756004,excellent,good,2745,16991,,0.8667299034278925,relative_scale,empirical_group_baseline,,yes,excellent,excellent,good,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1016_j.jallcom.2013.09.124__sample_3734,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=11, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=11, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,Ba0.27Yb0.17Fe0.37Co3.67Sb12,10.1016/j.jallcom.2013.09.124,https://doi.org/10.1016/j.jallcom.2013.09.124,,1.050226,0.7935651738914883,0.845446045789029,0.164915247288446,0.0613650890626875,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,11,3,1,1,0.0421622680692387,0.0486448437561072,0.063328681622163,0.1802220590287256,excellent,excellent,1752,3734,,2.6189971168041053,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1016_j.jallcom.2020.153869__sample_28868,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,SnSe,10.1016/j.jallcom.2020.153869,https://doi.org/10.1016/j.jallcom.2020.153869,,1.049083,0.1709479699571688,0.5018005197786397,0.6919546773665132,0.7097169095221263,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,12,10,3,3,0.9855747855694,1.1475023002662534,1.2366105427006608,1.2345136796664815,poor,poor,23604,28868,,0.0320364029388209,relative_scale,empirical_group_baseline,,yes,moderate,moderate,moderate,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1016_j.jallcom.2020.154732__sample_28197,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Bi1.5Sb0.5Te2.7Se0.3,10.1016/j.jallcom.2020.154732,https://doi.org/10.1016/j.jallcom.2020.154732,,1.048933,0.9248597637970436,1.073785317399146,0.0956086178551068,0.107867771384751,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,10,10,10,10,0.1078677713847777,0.1193863679087495,0.1193863679087359,0.1074391989462575,excellent,excellent,27516,28197,,1.5153147362274235,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1021_acsami.0c04331__sample_39125,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=26, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=26, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,SnSe0.98Te0.02,10.1021/acsami.0c04331,https://doi.org/10.1021/acsami.0c04331,,1.045241,0.4503614019345906,0.4520260193324872,,0.0628590475716532,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,26,13,2,0,0.4556993256218126,0.5124927571884446,0.0920663133075341,,not_evaluated,excellent,29723,39125,,0.0360904089240771,relative_scale,empirical_group_baseline,,yes,good,not_available,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later
10.15541_jim20200635__sample_45627,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,(PbTe)0.935(PbS)0.05(Sb2Se3)0.015,10.15541/jim20200635,https://doi.org/10.15541/jim20200635,,1.045183,0.8432256059721625,0.822091106725776,0.1497140192837455,0.1473556673229908,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,12,6,4,4,0.1709752838604394,0.1938370808376641,0.1792733193487051,0.1757060863889787,excellent,excellent,37434,45627,,0.2894852369767098,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1039_d1cp02545g__sample_45705,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Ge0.9Na0.05Bi0.05MnTe2,10.1039/d1cp02545g,https://doi.org/10.1039/d1cp02545g,,1.043216,0.956766819118308,0.7418852268759801,0.5404256106544026,0.2939389265850243,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,8,4,3,1,0.3336786366780964,0.3960281019816965,0.2964229988659617,0.432058748797038,moderate,good,37425,45705,,1.2839094298825535,relative_scale,empirical_group_baseline,,yes,good,moderate,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1016_j.jallcom.2009.06.145__sample_16646,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=17, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=17, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Zn4Sb2.92Te0.08,10.1016/j.jallcom.2009.06.145,https://doi.org/10.1016/j.jallcom.2009.06.145,,1.042471,0.7170134971314056,0.8027464054744894,0.1774529242338315,0.1604643913720498,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,17,10,9,7,0.1702740643154868,0.1902381023324547,0.1739754531940756,0.1949252617984277,excellent,excellent,1632,16646,,0.6890209213533254,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1016_j.matdes.2016.09.089__sample_42712,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,(Bi2Te3)0.25(Sb2Te3)0.75,10.1016/j.matdes.2016.09.089,https://doi.org/10.1016/j.matdes.2016.09.089,,1.041133,0.9585192990262512,1.0360913147767272,0.1114163413205705,0.1222564857287617,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,9,8,4,4,0.1192072046877571,0.1232644550283749,0.1245603666092251,0.1175923709492095,excellent,excellent,31965,42712,,1.252363324086019,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1016_s1002-0721_12_60398-6__sample_31240,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Yb(Zn0.2Cd0.8)2Sb2,10.1016/s1002-0721(12)60398-6,https://doi.org/10.1016/s1002-0721%2812%2960398-6,,1.040164,0.2218002042552802,0.1949517345132757,0.0160134818660049,0.1377185476653258,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,9,2,1,1,0.104021171961813,0.1047965061452081,0.1290249832040702,0.0161430831070827,excellent,excellent,24838,31240,,2.033304634736617,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1016_j.cap.2020.09.019__sample_38631,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=19, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=19, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,Mg3.185Co0.015(Sb0.3Bi0.7)1.99Te0.01,10.1016/j.cap.2020.09.019,https://doi.org/10.1016/j.cap.2020.09.019,,1.04,0.8214584034162746,1.025167629527157,0.1819909361135159,0.1828774643931079,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,19,12,9,8,0.2033878595092363,0.2294657167182116,0.2082495043163718,0.2135003983060952,good,good,28819,38631,,0.6667700921011666,relative_scale,empirical_group_baseline,,yes,good,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1016_j.joule.2019.08.017__sample_42868,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Ge0.94In0.06Te,10.1016/j.joule.2019.08.017,https://doi.org/10.1016/j.joule.2019.08.017,,1.037369,0.3453794059089418,0.2689099653410259,0.0985563203005587,0.2843681916768648,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,10,5,1,1,0.173045256884426,0.1933722515384697,0.2502669178042198,0.0939968817153835,excellent,good,24388,42868,,2.4750575154771544,relative_scale,empirical_group_baseline,,yes,excellent,excellent,good,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1007_s10853-016-9980-x__sample_2539,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=15, negative=6, zero=0, positive_ratio=0.714, negative_ratio=0.286",p,"estimated from Seebeck sign: positive=15, negative=6, zero=0, positive_ratio=0.714, negative_ratio=0.286",medium,Pb0.99Ca0.01Te,10.1007/s10853-016-9980-x,https://doi.org/10.1007/s10853-016-9980-x,,1.036861,0.1058466134500231,0.074291060271572,0.749993118508652,0.4247557251585776,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,21,5,1,1,0.3901975542503289,0.35750092234697,0.3540003780850158,1.3862668355333314,poor,good,11722,2539,,0.0675620990283266,relative_scale,empirical_group_baseline,,yes,good,moderate,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1016_j.jallcom.2013.11.065__sample_1632,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Bi0.4Sb1.6Te3,10.1016/j.jallcom.2013.11.065,https://doi.org/10.1016/j.jallcom.2013.11.065,,1.036571,0.7578811861324868,0.8701983134328358,0.1720539576737972,0.1227277915414376,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,10,9,9,6,0.1227277915414589,0.137469473589555,0.1374694735895396,0.2372124180357651,good,excellent,1761,1632,,1.2597513541581569,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1016_j.jallcom.2010.10.131__sample_20836,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Na0.02Ag1.98SbTe2,10.1016/j.jallcom.2010.10.131,https://doi.org/10.1016/j.jallcom.2010.10.131,,1.035286,0.8027444043754517,0.7775211362933437,,0.0324406204599841,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,8,3,1,0,0.1670669233914571,0.314926303391919,0.0319255337488828,,not_evaluated,excellent,1676,20836,,0.3252979863824237,relative_scale,empirical_group_baseline,,yes,excellent,not_available,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later
10.1039_c4ta01554a__sample_8176,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=26, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=26, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Bi0.48Sb1.52Te3,10.1039/c4ta01554a,https://doi.org/10.1039/c4ta01554a,,1.033371,0.9855054211556864,1.035621766457692,0.1648167813268508,0.1624260248800667,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,26,26,26,26,0.1624260248800782,0.1812081133471622,0.1812081133471549,0.1830867559132037,excellent,excellent,11454,8176,,2.2730179151683383,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1016_j.mtphys.2020.100221__sample_33592,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Na0.02Sn0.98S0.5Se0.5,10.1016/j.mtphys.2020.100221,https://doi.org/10.1016/j.mtphys.2020.100221,,1.032763,0.4033096739244318,0.6225598157021484,0.4204139416371682,0.2207003839078475,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,11,6,4,1,0.3445174506415021,0.6433944942589939,0.2955215820753581,0.5454411227192644,moderate,good,27851,33592,,0.0257039777380402,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1007_s11664-010-1288-z__sample_16880,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=21, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=21, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Zn4Sb3,10.1007/s11664-010-1288-z,https://doi.org/10.1007/s11664-010-1288-z,,1.032085,0.8731413963916973,0.942324096931624,0.0500595924744412,0.0568230449902645,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,21,11,9,6,0.047777308007317,0.0560620923462035,0.0618886038550858,0.0594501585359076,excellent,excellent,2292,16880,,0.9521550157425088,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1039_d0tc02959a__sample_36439,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=17, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=17, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,SnSe0.95(NbCl5)0.01,10.1039/d0tc02959a,https://doi.org/10.1039/d0tc02959a,,1.031975,0.3910426497325595,1.0228877706035089,1.2255608891541074,2.6216350049162918,135,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,17,12,6,6,1.6449009466903852,1.14735949924761,1.3713191196429546,0.9771761830624168,poor,poor,29207,36439,,0.023343093178159,relative_scale,empirical_group_baseline,,yes,poor,poor,poor,under_predicted,high_zt_false_negative,yes,yes,large PF error; large ZT error vs observed ZT; large ZT error vs calculated ZT; observed high ZT missed; manual review required; sintering check required later
10.1039_c5ta01266j__sample_14451,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=13, negative=2, zero=0, positive_ratio=0.867, negative_ratio=0.133",p,"estimated from Seebeck sign: positive=13, negative=2, zero=0, positive_ratio=0.867, negative_ratio=0.133",medium,(Ag0.785Cu0.2)2Te,10.1039/c5ta01266j,https://doi.org/10.1039/c5ta01266j,,1.031602,0.6728578605621368,0.9677699618710972,0.347754404739292,0.3047336794156889,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,16,6,1,1,0.7224537824129497,0.6084815707093257,0.3634603117324914,0.4273341081338159,moderate,good,2815,14451,,0.6946833767797742,relative_scale,empirical_group_baseline,,yes,moderate,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1039_c4ee01463d__sample_243,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=24, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=24, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Sn0.98Bi0.02Hg0.02Te1.02,10.1039/c4ee01463d,https://doi.org/10.1039/c4ee01463d,,1.031169,0.4142476149653705,0.4241949819607221,0.3276570346546622,0.1984152888810753,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,12,12,5,1,0.249499303679845,0.2741472352370321,0.2593738470089547,0.3969867035537295,good,good,7975,243,,3.7230183192225232,relative_scale,empirical_group_baseline,,yes,good,good,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
